mean_connectivity,ML,AP,n_neurons
0.9259259259259258,588.7428373344136,8754.142,71
2.6168224299065423,1241.3208408007154,8949.864,58
6.666666666666667,408.9326675142891,9158.449,9
1.6713091922005572,667.0636801535078,8778.195,65
1.3136288998357963,825.4708361881105,8672.57,56
1.6194331983805668,907.456915200962,9241.365,50
0.6342494714587738,1475.032227338549,9042.324,41
1.9891500904159132,580.514798996391,8992.309,41
2.840909090909091,1072.034132130402,8509.529,25
3.194103194103194,834.5574151921245,9128.816,83
2.380952380952381,776.4543039052419,8928.521,24
0.6122448979591837,1346.04237789939,8882.96,43
3.3707865168539324,755.7623140071191,9266.467,34
2.272727272727273,785.0400881011318,8717.025,49
2.6217228464419478,898.5497619861796,8972.3955,52
1.4986376021798364,1006.9893412545233,9552.7295,72
1.2295081967213115,549.5076243436118,9126.119,32
1.3888888888888888,1387.6365350416916,9138.219,60
0.5602240896358543,945.064040231111,8762.339,35
1.7757009345794394,948.8441570772532,9195.004,66
2.2123893805309733,695.6039876492323,9072.866,34
2.7777777777777777,815.1671589491301,9264.216,36
1.9305019305019304,824.6363152683758,8676.439,70
2.083333333333333,1092.9834490865337,9162.202,56
1.1343804537521813,984.0875124576249,9415.275,80
1.5151515151515151,792.9574433906827,8645.2705,52
1.7818959372772631,943.0592790205189,9602.747,79
1.179245283018868,1359.5060177405987,9194.388,58
2.666666666666667,648.4771957491733,9376.363,51
1.638311279143037,1016.2442058787121,9010.302,85
3.3881897386253628,846.8124432580383,8476.561,83
1.1752136752136753,972.8305798532863,9238.77,75
1.5625,866.8476100356303,9525.0,44
0.9478672985781991,984.3170523785567,8672.756,43
1.1288805268109126,1210.2039682539494,8934.945,109
1.0676156583629894,1413.533935748776,9235.65,88
2.5806451612903225,411.4808173106677,8922.565,66
1.2307692307692308,941.7954287764643,9197.051,26
2.3391812865497075,773.4068979814394,8950.0,35
3.766478342749529,1337.8735760591405,8666.482,62
1.3888888888888888,624.4652100610713,8674.458,41
2.5059665871121717,911.272610188802,8882.731,54
0.78064012490242,935.6302162704318,9011.27,72
1.7167381974248928,1057.0101220036731,8611.729,74
0.77502691065662,1282.244527658596,9110.35,128
2.0689655172413794,1426.9841018031225,9402.362,70
2.3255813953488373,563.9273667856485,8897.832,53
0.5213764337851928,1297.7979326710888,9616.1,62
2.0624008461131678,,,61
1.1859838274932615,,,72
1.0869565217391304,,,76
1.1890606420927468,,,77
1.9069412662090008,,,66
0.8939974457215836,,,75
1.6216216216216217,,,53
0.8174386920980926,,,46
2.5336500395882817,,,69
1.3447432762836184,,,111
2.0689655172413794,,,63
1.1389521640091116,,,76
1.0380622837370241,,,47
1.1353711790393013,,,76
0.4761904761904762,,,61
2.5179856115107913,,,74
3.1914893617021276,715.4014974148572,8330.011,18
1.3618677042801557,1183.4608828657892,9139.123,74
0.7785467128027681,847.2053832143682,9298.81,60
1.0101010101010102,292.7053691979456,9594.437,49
0.29411764705882354,555.532470983262,9711.53,32
1.968503937007874,489.6817730973285,9695.956,28
0.14367816091954022,1581.9826695119204,9299.478,60
1.0416666666666665,401.4081952866245,9040.509,27
1.5189873417721518,1200.3492248513296,9493.891,85
1.8610421836228286,1027.119965849541,8510.497,86
0.0,1483.663129792542,9496.77,56
0.904977375565611,893.5942567345876,9259.029,75
0.9560229445506693,1245.2251938518837,9631.923,43
1.8461538461538463,923.2846178033121,8504.476,79
1.639344262295082,953.1360717287762,8875.329,41
2.455357142857143,498.66068006163755,9007.688,43
2.0242914979757085,846.2903560415821,9368.061,54
3.076923076923077,732.068465405889,8352.369,32
1.651376146788991,461.8411200021734,8782.238,50
0.3663003663003663,884.9892986528865,9457.202,30
1.5151515151515151,165.67760247242308,8475.111,18
1.0158013544018059,1369.5151296196073,9125.0,67
3.8461538461538463,703.3121000934286,9283.393,12
1.726263871763255,1172.5121968101043,9784.761,67
1.3605442176870748,453.337952285203,8759.971,45
2.1739130434782608,1514.8178144419119,8921.339,51
1.0752688172043012,396.10876962103936,8767.424,22
11.11111111111111,1079.4113292862023,9278.661,17
